STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,SECOND_TERM,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,Fall_GPA,Spring_GPA,Passed_Count,Failed_Count,Incomplete_Count,First_Completion_Rate,Second_Completion_Rate,Total_Attempt_Hours,Total_Earned_Hours,Total_Completion_Rate,Need_Coverage_Ratio,Unmet_Need_Ratio,Net_Cost,Financial_Difficulty,Major_Category
7760282,18,F,BGD 1,Y,N,950.0,Fall 2008,Spring 2009,Off Campus,1,69.0,4.0,SCHOOL 11,High School,High School,Bachelors,15,11,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,0.7333333333333333,1.0,31.0,27.0,0.8709677419354839,0.0,0.0,0,0.0,Other
7765189,19,M,BGD 1,Y,N,1190.0,Fall 2008,Spring 2009,Off Campus,1,150.0,3.75,SCHOOL 74,College/Beyond,College/Beyond,Bachelors,14,14,16.0,16.0,0,1306020,2402220,-285720.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,1.8393439610419442,-0.2187715348922681,-1096200,-285720.0,Arts & Humanities
7935064,18,F,BGD 1,Y,N,1220.0,Fall 2008,Spring 2009,On Campus,0,69.0,3.93,SCHOOL 28,High School,High School,Bachelors,15,15,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Undeclared
7805566,17,F,BGD 1,Y,N,1150.0,Fall 2008,Spring 2009,Off Campus,0,0.0,3.86,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,13,13,12.0,12.0,0,1264860,1471380,-347580.0,4.0,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,1.163274986955078,-0.27479721075850294,-206520,-347580.0,Undeclared
7976695,18,F,BGD 4,Y,N,1220.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.3,SCHOOL 2,High School,High School,Bachelors,15,15,16.0,16.0,0,1409460,1572540,-417420.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,1.115703886594866,-0.2961559746285812,-163080,-417420.0,Undeclared
8027405,20,F,BGD 6,N,Y,690.0,Fall 2009,Spring 2010,On Campus,1,59.0,3.21,SCHOOL 423,No Information,No Information,Bachelors,14,14,15.0,15.0,0,301080,0,-60000.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,-0.1992825827022718,301080,-60000.0,Arts & Humanities
7815544,19,F,BGD 1,Y,N,1190.0,Fall 2009,Spring 2010,On Campus,0,150.0,3.86,SCHOOL 132,College/Beyond,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7759815,18,M,BGD 1,Y,N,1260.0,Fall 2009,Spring 2010,On Campus,0,150.0,3.37,SCHOOL 121,College/Beyond,College/Beyond,Bachelors,15,15,18.0,18.0,1410900,1418100,7200,315480.0,4.0,4.0,6,0,0,1.0,1.0,33.0,33.0,1.0,0.0050772159932303785,0.22246668077004442,1410900,1726380.0,Arts & Humanities
8021373,19,F,BGD 1,Y,N,1030.0,Fall 2009,Spring 2010,On Campus,0,90.0,3.67,SCHOOL 46,No Information,No Information,Bachelors,15,11,16.0,16.0,0,451620,0,-649920.0,3.6666666666666665,4.0,6,0,0,0.7333333333333333,1.0,31.0,27.0,0.8709677419354839,0.0,-1.4390859572206722,451620,-649920.0,Undeclared
8002109,18,F,BGD 1,Y,N,1110.0,Fall 2010,Spring 2011,Off Campus,1,69.0,2.66,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Education
8012821,18,F,BGD 1,Y,N,1340.0,Fall 2010,Spring 2011,On Campus,1,90.0,3.33,SCHOOL 46,College/Beyond,College/Beyond,Bachelors,16,16,17.0,17.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,33.0,33.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7890308,18,M,BGD 1,Y,N,990.0,Fall 2010,Spring 2011,On Campus,0,138.0,3.82,SCHOOL 47,College/Beyond,College/Beyond,Bachelors,14,14,17.0,17.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7962536,18,F,BGD 1,Y,N,950.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.62,SCHOOL 9,College/Beyond,High School,Bachelors,15,11,17.0,17.0,0,0,0,0.0,4.0,4.0,6,0,0,0.7333333333333333,1.0,32.0,28.0,0.875,0.0,0.0,0,0.0,STEM
7879825,17,F,BGD 1,Y,N,1110.0,Fall 2010,Spring 2011,On Campus,0,138.0,3.69,SCHOOL 200,College/Beyond,College/Beyond,Bachelors,12,12,19.0,19.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7970951,18,F,BGD 1,Y,N,1260.0,Fall 2007,Spring 2008,On Campus,1,69.0,2.88,SCHOOL 9,High School,High School,Bachelors,13,13,17.0,17.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Education
7820580,18,M,BGD 1,Y,N,1300.0,Fall 2007,Spring 2008,On Campus,1,0.0,3.93,SCHOOL 130,College/Beyond,High School,Bachelors,12,12,17.0,17.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7908314,18,F,BGD 3,Y,N,1220.0,Fall 2007,Spring 2008,Off Campus,1,69.0,4.0,SCHOOL 2,High School,Other/Unknown,Bachelors,12,12,12.0,12.0,0,199440,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.0,199440,0.0,Social Sciences
7806820,18,M,BGD 1,N,N,1300.0,Fall 2008,Spring 2009,Off Campus,1,666.0,3.33,SCHOOL 83,College/Beyond,College/Beyond,Bachelors,14,14,16.0,16.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7904751,18,F,BGD 1,N,N,1190.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.46,SCHOOL 292,College/Beyond,High School,Bachelors,15,15,16.0,16.0,1504980,1504980,0,1216980.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.8086353307020692,1504980,2721960.0,Business
7787507,18,F,BGD 1,Y,N,1260.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.87,SCHOOL 130,College/Beyond,High School,Bachelors,12,12,13.0,13.0,0,1146420,1452960,-288180.0,4.0,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,1.2673889150573088,-0.2513738420474172,-306540,-288180.0,Undeclared
7946529,18,M,BGD 1,Y,N,1380.0,Fall 2008,Spring 2009,Off Campus,1,69.0,4.0,SCHOOL 129,College/Beyond,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7827591,18,F,BGD 6,Y,N,1070.0,Fall 2006,Spring 2007,Off Campus,1,69.0,4.0,SCHOOL 34,College/Beyond,Middle School/Junior High,Bachelors,15,15,13.0,13.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,STEM
7807126,17,F,BGD 1,N,N,1110.0,Fall 2008,Spring 2009,On Campus,1,190.0,3.81,SCHOOL 66,College/Beyond,High School,Bachelors,15,15,16.0,16.0,431700,1306020,874320,-12540.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.6694537602793219,-0.009601690632608996,431700,419160.0,Business
7802791,17,M,BGD 1,Y,N,1190.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.26,SCHOOL 98,College/Beyond,College/Beyond,Bachelors,16,12,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,0.75,1.0,31.0,27.0,0.8709677419354839,0.0,0.0,0,0.0,Arts & Humanities
7836113,18,F,BGD 1,Y,N,690.0,Fall 2006,Spring 2007,Off Campus,1,150.0,3.88,SCHOOL 12,College/Beyond,College/Beyond,Bachelors,16,16,16.0,16.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7812638,18,F,BGD 1,N,N,990.0,Fall 2008,Spring 2009,Off Campus,1,69.0,4.0,SCHOOL 7,High School,College/Beyond,Bachelors,15,12,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,0.8,1.0,30.0,27.0,0.9,0.0,0.0,0,0.0,STEM
7833640,18,F,BGD 1,Y,N,870.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.8,SCHOOL 1,High School,High School,Bachelors,13,13,15.0,15.0,1346640,1346640,0,622200.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.4620388522545001,1346640,1968840.0,Education
7846009,18,F,BGD 4,Y,N,590.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.79,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,14,14,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Social Sciences
7846144,18,F,BGD 1,Y,N,1150.0,Fall 2010,Spring 2011,On Campus,1,138.0,3.92,SCHOOL 319,Other/Unknown,Other/Unknown,Bachelors,15,15,14.0,14.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7977200,18,F,BGD 1,Y,N,1030.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.75,SCHOOL 129,College/Beyond,College/Beyond,Bachelors,14,14,16.0,16.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
8010338,18,F,BGD 1,Y,N,950.0,Fall 2009,Spring 2010,Off Campus,1,69.0,4.0,SCHOOL 3,Middle School/Junior High,College/Beyond,Bachelors,14,14,15.0,15.0,1324740,1409460,84720,527400.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.06010812651653825,0.37418585841386065,1324740,1852140.0,Undeclared
7836794,19,F,BGD 3,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,90.0,3.26,SCHOOL 298,College/Beyond,High School,Bachelors,12,8,15.0,15.0,1418100,1418100,0,92760.0,3.6666666666666665,4.0,6,0,0,0.6666666666666666,1.0,27.0,23.0,0.8518518518518519,0.0,0.06541146604611804,1418100,1510860.0,Health
7968516,18,F,BGD 1,Y,N,1030.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.7,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,12,12,17.0,13.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,0.7647058823529411,29.0,25.0,0.8620689655172413,0.0,0.0,0,0.0,Health
7957617,18,F,BGD 1,Y,N,1150.0,Fall 2007,Spring 2008,Off Campus,0,0.0,3.93,SCHOOL 1,No Information,No Information,Bachelors,12,12,13.0,13.0,0,199440,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,199440,0.0,Health
7808603,18,F,BGD 3,Y,N,950.0,Fall 2008,Spring 2009,Off Campus,1,0.0,3.71,SCHOOL 14,Other/Unknown,High School,Bachelors,13,13,13.0,13.0,1333200,1355760,22560,572700.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,26.0,26.0,1.0,0.016640113294388387,0.4224198973269605,1333200,1905900.0,Health
7944615,17,F,BGD 1,Y,N,950.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.74,SCHOOL 85,High School,High School,Bachelors,14,14,14.0,14.0,1324500,1324500,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,1324500,1324500.0,Health
7958023,19,F,BGD 8,Y,N,950.0,Fall 2009,Spring 2010,Off Campus,1,69.0,2.8,SCHOOL 130,College/Beyond,High School,Bachelors,13,13,13.0,13.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Health
7955083,18,F,BGD 3,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,150.0,2.63,SCHOOL 49,College/Beyond,College/Beyond,Bachelors,14,14,14.0,14.0,0,1025700,1534260,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,1.4958174904942967,0.0,-508560,0.0,Health
7953008,18,M,BGD 1,N,N,990.0,Fall 2005,Spring 2006,Off Campus,1,0.0,4.0,SCHOOL 7,No Information,No Information,Bachelors,12,12,16.0,16.0,0,224640,0,-60000.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,-0.2670940170940171,224640,-60000.0,STEM
7942356,18,F,BGD 1,N,N,990.0,Fall 2007,Spring 2008,On Campus,0,90.0,3.8,SCHOOL 339,No Information,No Information,Bachelors,15,15,14.0,14.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
7872126,18,M,BGD 1,Y,N,1300.0,Fall 2005,Spring 2006,Off Campus,1,150.0,3.93,SCHOOL 23,No Information,No Information,Bachelors,15,15,14.0,14.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7967466,18,F,BGD 3,Y,N,1070.0,Fall 2005,Spring 2006,On Campus,1,176.0,3.47,SCHOOL 111,Middle School/Junior High,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,STEM
7928317,18,F,BGD 1,Y,N,950.0,Fall 2007,Spring 2008,On Campus,1,150.0,3.52,SCHOOL 366,College/Beyond,College/Beyond,Bachelors,15,15,14.0,14.0,0,1233900,2970000,-374880.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,2.4070021881838075,-0.3038171650863117,-1736100,-374880.0,Health
7838887,17,M,BGD 1,Y,N,1300.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.26,SCHOOL 98,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Undeclared
7782902,18,M,BGD 1,Y,N,1260.0,Fall 2009,Spring 2010,On Campus,1,150.0,4.0,SCHOOL 180,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,1418100,3149520,-481200.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,2.2209435159720754,-0.339327268880897,-1731420,-481200.0,Arts & Humanities
8002049,19,F,BGD 1,N,N,1150.0,Fall 2009,Spring 2010,Off Campus,0,69.0,3.68,SCHOOL 440,High School,High School,Bachelors,12,12,12.0,12.0,1206780,1417380,210600,807780.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.14858400711171316,0.5699106802692291,1206780,2014560.0,Undeclared
8013008,18,F,BGD 1,Y,N,1110.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.25,SCHOOL 8,No Information,No Information,Bachelors,13,13,15.0,15.0,0,336960,0,-288180.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,-0.8552350427350427,336960,-288180.0,STEM
8011493,18,M,BGD 1,Y,N,1150.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.73,SCHOOL 130,Other/Unknown,High School,Bachelors,12,12,12.0,12.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7964138,18,F,BGD 1,Y,N,1110.0,Fall 2005,Spring 2006,On Campus,1,69.0,3.87,SCHOOL 141,College/Beyond,College/Beyond,Bachelors,18,18,18.0,15.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,0.8333333333333334,36.0,33.0,0.9166666666666666,0.0,0.0,0,0.0,Arts & Humanities
7940948,18,F,BGD 1,Y,N,950.0,Fall 2005,Spring 2006,Off Campus,1,59.0,3.86,SCHOOL 29,High School,High School,Bachelors,16,16,14.0,14.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Health
7867837,18,F,BGD 1,Y,N,1110.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.73,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,12,12,13.0,13.0,0,216480,0,-179760.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,-0.8303769401330376,216480,-179760.0,STEM
7802379,18,F,BGD 1,Y,N,1070.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.93,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,14,14,16.0,13.0,0,1171380,2852940,-299160.0,3.6666666666666665,4.0,6,0,0,1.0,0.8125,30.0,27.0,0.9,2.43553757107002,-0.25539107719100546,-1681560,-299160.0,Arts & Humanities
7885099,18,M,BGD 1,Y,N,950.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.28,SCHOOL 9,High School,College/Beyond,Bachelors,13,13,12.0,12.0,699840,1504980,805140,292320.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.534983853606028,0.19423513933739983,699840,992160.0,Business
7852642,19,F,BGD 3,Y,N,990.0,Fall 2006,Spring 2007,Off Campus,1,0.0,3.71,SCHOOL 13,Other/Unknown,Middle School/Junior High,Bachelors,13,13,12.0,12.0,1187280,1187280,0,358620.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.3020517485344653,1187280,1545900.0,Health
7946144,19,M,BGD 1,Y,N,1220.0,Fall 2007,Spring 2008,Off Campus,1,0.0,3.06,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,15,15,16.0,16.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Business
7887515,18,F,BGD 1,Y,N,1030.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.73,SCHOOL 85,High School,College/Beyond,Bachelors,12,8,14.0,14.0,0,1355760,1631580,-407580.0,3.6666666666666665,4.0,6,0,0,0.6666666666666666,1.0,26.0,22.0,0.8461538461538461,1.2034430872720836,-0.30062842981058596,-275820,-407580.0,Undeclared
7830039,18,F,BGD 1,Y,N,950.0,Fall 2008,Spring 2009,Off Campus,1,59.0,4.0,SCHOOL 48,High School,High School,Bachelors,12,12,13.0,13.0,177960,1355760,1177800,-169620.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.8687378297043724,-0.1251106390511595,177960,8340.0,Health
7972606,18,F,BGD 1,Y,N,1150.0,Fall 2008,Spring 2009,On Campus,1,150.0,4.0,SCHOOL 82,College/Beyond,High School,Bachelors,13,13,16.0,16.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
7862270,18,M,BGD 1,N,N,1190.0,Fall 2009,Spring 2010,Off Campus,1,90.0,3.5,SCHOOL 52,No Information,No Information,Bachelors,15,15,15.0,15.0,625860,1409460,783600,163440.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.5559576007832787,0.1159593035630667,625860,789300.0,STEM
7906902,17,F,BGD 2,Y,N,1030.0,Fall 2010,Spring 2011,Off Campus,1,69.0,4.0,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,14,14,17.0,17.0,0,150540,0,-139140.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,-0.9242726185731367,150540,-139140.0,Other
7881335,18,F,BGD 1,Y,N,1070.0,Fall 2006,Spring 2007,On Campus,1,69.0,3.66,SCHOOL 141,College/Beyond,College/Beyond,Bachelors,13,13,16.0,16.0,708900,1176420,467520,252240.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.3974090885908094,0.21441321976845004,708900,961140.0,Arts & Humanities
7764699,18,M,BGD 1,Y,N,1150.0,Fall 2009,Spring 2010,On Campus,0,150.0,3.64,SCHOOL 91,High School,High School,Bachelors,16,16,16.0,16.0,1418100,1418100,0,92760.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.06541146604611804,1418100,1510860.0,Arts & Humanities
7796812,19,M,BGD 1,Y,N,910.0,Fall 2010,Spring 2011,Off Campus,1,0.0,3.4375,SCHOOL 34,No Information,No Information,Bachelors,13,8,12.0,12.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,0.6153846153846154,1.0,25.0,20.0,0.8,0.0,0.0,0,0.0,Arts & Humanities
7853488,17,M,BGD 2,Y,N,1110.0,Fall 2009,Spring 2010,On Campus,1,90.0,3.85,SCHOOL 22,High School,High School,Bachelors,15,15,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Social Sciences
7888275,18,F,BGD 1,Y,N,1070.0,Fall 2009,Spring 2010,On Campus,0,69.0,3.26,SCHOOL 141,College/Beyond,Other/Unknown,Bachelors,12,12,15.0,15.0,1418100,1418100,0,144180.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.10167125026443834,1418100,1562280.0,Social Sciences
7996548,18,F,BGD 1,Y,N,1260.0,Fall 2010,Spring 2011,On Campus,1,138.0,3.92,SCHOOL 236,College/Beyond,College/Beyond,Bachelors,16,16,16.0,16.0,0,0,0,0.0,3.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7860415,18,F,BGD 4,Y,N,1030.0,Fall 2006,Spring 2007,On Campus,1,90.0,3.83,SCHOOL 263,College/Beyond,College/Beyond,Bachelors,12,11,15.0,14.0,471540,1160520,688980,-130980.0,3.6666666666666665,3.6666666666666665,6,0,0,0.9166666666666666,0.9333333333333333,27.0,25.0,0.9259259259259259,0.5936821424878502,-0.11286319925550616,471540,340560.0,STEM
7924418,18,F,BGD 1,Y,N,1260.0,Fall 2007,Spring 2008,Off Campus,1,188.0,3.61,SCHOOL 37,College/Beyond,Other/Unknown,Bachelors,13,13,15.0,15.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7822212,19,F,BGD 7,Y,N,1260.0,Fall 2008,Spring 2009,Off Campus,1,150.0,3.07,SCHOOL 95,College/Beyond,College/Beyond,Bachelors,13,13,15.0,15.0,0,1306020,5619180,-347580.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,4.302522166582441,-0.2661368126062388,-4313160,-347580.0,Arts & Humanities
7777335,18,F,BGD 1,Y,N,870.0,Fall 2009,Spring 2010,On Campus,1,69.0,3.46,SCHOOL 28,College/Beyond,High School,Bachelors,15,15,17.0,13.0,0,1418100,3627240,-417420.0,3.6666666666666665,4.0,6,0,0,1.0,0.7647058823529411,32.0,28.0,0.875,2.557816797122911,-0.2943515972075312,-2209140,-417420.0,Other
7804934,18,M,BGD 1,Y,N,1190.0,Fall 2010,Spring 2011,On Campus,1,150.0,2.8,SCHOOL 55,College/Beyond,No Information,Bachelors,14,14,18.0,17.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,0.9444444444444444,32.0,31.0,0.96875,0.0,0.0,0,0.0,Arts & Humanities
7837133,18,M,BGD 1,Y,N,1110.0,Fall 2010,Spring 2011,On Campus,1,150.0,2.96,SCHOOL 55,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
8035513,18,F,BGD 1,Y,N,950.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.68,SCHOOL 10,College/Beyond,High School,Bachelors,12,12,12.0,12.0,0,336960,399060,-288180.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,1.1842948717948718,-0.8552350427350427,-62100,-288180.0,Health
7824062,18,M,BGD 1,Y,N,1030.0,Fall 2005,Spring 2006,On Campus,1,69.0,3.64,SCHOOL 3,High School,High School,Bachelors,15,15,16.0,13.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,0.8125,31.0,28.0,0.9032258064516129,0.0,0.0,0,0.0,Undeclared
7954457,18,F,BGD 1,Y,N,910.0,Fall 2006,Spring 2007,On Campus,1,69.0,3.36,SCHOOL 85,High School,High School,Bachelors,15,11,12.0,12.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,0.7333333333333333,1.0,27.0,23.0,0.8518518518518519,0.0,0.0,0,0.0,Health
7974262,18,F,BGD 1,Y,N,1110.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.33,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,13,13,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Undeclared
7987468,18,F,BGD 3,Y,N,1260.0,Fall 2009,Spring 2010,Off Campus,1,0.0,3.93,SCHOOL 130,High School,High School,Bachelors,13,13,15.0,15.0,1316580,1316580,0,327660.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.24887207765574443,1316580,1644240.0,Arts & Humanities
7756911,18,F,BGD 4,Y,N,590.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.6,SCHOOL 2,Other/Unknown,College/Beyond,Bachelors,14,14,13.0,13.0,969180,1255740,286560,621600.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.22820010511730135,0.49500692818577097,969180,1590780.0,STEM
7933688,17,F,BGD 3,Y,N,1110.0,Fall 2005,Spring 2006,On Campus,0,138.0,3.6,SCHOOL 125,High School,Other/Unknown,Bachelors,16,16,15.0,15.0,909960,1146420,236460,440280.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.20625948605223215,0.38404773119799024,909960,1350240.0,Education
